date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:51:49	1090934/1090934	---M--	200	added ('OK')	image/png	etag:%2252ec12e806aaa949257c454be6808f2b%22	https://d19b5f4jac5gbr.cloudfront.net/images/236/1/hospital-web.png	C:/Mis%20lugares%20Web/PE/ese-pe/d19b5f4jac5gbr.cloudfront.net/images/236/1/hospital-web.png	(from https://estudioese.com.uy/metodologia-bim-ventaja-competitiva-u-obligacion-7?nid=20)
12:51:49	155466/155466	---M--	200	added ('OK')	image/png	etag:%22e5aa83ffd96f112386933d57f1b064ef%22	https://d19b5f4jac5gbr.cloudfront.net/images/236/91/hospital-web_q90.png	C:/Mis%20lugares%20Web/PE/ese-pe/d19b5f4jac5gbr.cloudfront.net/images/236/91/hospital-web_q90.png	(from https://estudioese.com.uy/metodologia-bim-ventaja-competitiva-u-obligacion-7?nid=20)
12:51:50	59218/59218	---M--	200	added ('OK')	image/jpeg	etag:%2240fd755cc6b674a052b83d728f9eaceb%22	https://d19b5f4jac5gbr.cloudfront.net/images/304/7/beneficios-bim.jpg	C:/Mis%20lugares%20Web/PE/ese-pe/d19b5f4jac5gbr.cloudfront.net/images/304/7/beneficios-bim.jpg	(from https://estudioese.com.uy/metodologia-bim-ventaja-competitiva-u-obligacion-7?nid=20)
12:51:50	119285/119285	---M--	200	added ('OK')	image/png	etag:%22643a6aa261853cd35b79138969c6960e%22	https://d19b5f4jac5gbr.cloudfront.net/images/305/7/busqueda-bim.png	C:/Mis%20lugares%20Web/PE/ese-pe/d19b5f4jac5gbr.cloudfront.net/images/305/7/busqueda-bim.png	(from https://estudioese.com.uy/metodologia-bim-ventaja-competitiva-u-obligacion-7?nid=20)
12:51:51	214198/214198	---M--	200	added ('OK')	image/png	etag:%22f45eca2be9f3ae1136424ebbfa17fa3a%22	https://d19b5f4jac5gbr.cloudfront.net/images/306/7/mapeo-bim.png	C:/Mis%20lugares%20Web/PE/ese-pe/d19b5f4jac5gbr.cloudfront.net/images/306/7/mapeo-bim.png	(from https://estudioese.com.uy/metodologia-bim-ventaja-competitiva-u-obligacion-7?nid=20)
12:51:51	115058/115058	---M--	200	added ('OK')	image/jpeg	etag:%221d2b8d7d18931292d259d563a08b1187%22	https://d19b5f4jac5gbr.cloudfront.net/images/307/7/156_int-07.jpg	C:/Mis%20lugares%20Web/PE/ese-pe/d19b5f4jac5gbr.cloudfront.net/images/307/7/156_int-07.jpg	(from https://estudioese.com.uy/metodologia-bim-ventaja-competitiva-u-obligacion-7?nid=20)
12:51:52	965756/965756	---M--	200	added ('OK')	image/png	etag:%222bc1f00ee032a077505bf93b71113095%22	https://d19b5f4jac5gbr.cloudfront.net/images/235/1/imagen24.png	C:/Mis%20lugares%20Web/PE/ese-pe/d19b5f4jac5gbr.cloudfront.net/images/235/1/imagen24.png	(from https://estudioese.com.uy/resena-cloudworx-en-revit-para-modelado-a-partir-de-nube-de-puntos-7?nid=19)
12:51:52	153562/153562	---M--	200	added ('OK')	image/png	etag:%22611b4a515c7a652b1a94ab4f31319eb2%22	https://d19b5f4jac5gbr.cloudfront.net/images/235/91/imagen24_q90.png	C:/Mis%20lugares%20Web/PE/ese-pe/d19b5f4jac5gbr.cloudfront.net/images/235/91/imagen24_q90.png	(from https://estudioese.com.uy/resena-cloudworx-en-revit-para-modelado-a-partir-de-nube-de-puntos-7?nid=19)
12:51:53	591134/591134	---M--	200	added ('OK')	image/png	etag:%229bf107aad0ea7db7d44da14a8cdeb360%22	https://d19b5f4jac5gbr.cloudfront.net/images/143/1/169_05.png	C:/Mis%20lugares%20Web/PE/ese-pe/d19b5f4jac5gbr.cloudfront.net/images/143/1/169_05.png	(from https://estudioese.com.uy/por-que-realizar-el-proyecto-ejecutivo-en-bim-7?nid=3)
12:51:54	154338/154338	---M--	200	added ('OK')	image/png	etag:%22aecc53ac89a01dc36bff1d54ca3b5c03%22	https://d19b5f4jac5gbr.cloudfront.net/images/143/91/169_05_q90.png	C:/Mis%20lugares%20Web/PE/ese-pe/d19b5f4jac5gbr.cloudfront.net/images/143/91/169_05_q90.png	(from https://estudioese.com.uy/por-que-realizar-el-proyecto-ejecutivo-en-bim-7?nid=3)
12:51:54	5619/5619	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2026%20Aug%202022%2014:36:26%20GMT	https://estudioese.com.uy/images/static/social/social-wp.svg	C:/Mis%20lugares%20Web/PE/ese-pe/estudioese.com.uy/images/static/social/social-wp.svg	(from https://estudioese.com.uy/styles/project.min.css?v=20232001)
12:51:55	244/244	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Jul%202023%2017:51:55%20GMT	http://estudioese.com.uy/robots.txt		(from https://estudioese.com.uy/cuales-seran-las-tendencias-bim-para-el-2023-7?nid=49)
12:51:56	42/42	---M--	403	error ('Forbidden')	application/json	date:Fri,%2028%20Jul%202023%2017:51:56%20GMT	https://d19b5f4jac5gbr.cloudfront.net/robots.txt		(from https://estudioese.com.uy/que-le-importa-a-un-bim-manager-7?nid=33)
